"index","word","meaning","meaning2","note","category"
"1950","이거 안 잘라져요.","I can’t cut it.","Lit.:&nbsp;This isn't getting cut.","In Korean, the passive voice of verbs can be used to show possibility or impossibility (that's why 되다, the passive form of 하다, also has this meaning). If you say '못 잘라요', it implies that you don't have the skill to cut it. '안 잘라져요' implies that you have the skill in general, it's just not possible or not happening in this situation.","dif6"
"1951","안 들려요.","I can’t hear you.","It is not heard, can't be heard.","This is what you have to say when you can't hear someone. Saying '못 들어요' would mean that you don't have the skill to hear (you are deaf).","dif6"
"1952","안 보여요.","I can’t see it.","","","dif6"
"1953","이해가 안 돼요.","I don’t understand.","","People like to say this because it implies that they do have the skill to understand, they just don't understand for some other reason. Basically this passive voice construction lets you blame someone else if you can't do something.","dif6"
"1954","영어가 안 돼서 걱정이에요.","I’m worried because I can’t speak English.","","","dif6"
"1955","오늘 안에 돼요?","Can you finish it today?","","","dif6"
"1956","케익을 예쁘게 만들고 싶은데, 예쁘게 안 만들어져요.","I want to make this cake in a pretty shape, but I can’t do it.","","","dif6"
"1957","제가 말한 대로 했어요?","Did you do it the way I told you?","","'-은/는 대로' means that the second action is done the same way as the first action.","dif6"
"1958","들은 대로 이야기해 주세요.","Tell me what you heard.","Tell me exactly as you heard it.","","dif6"
"1959","들은 대로 잘 전달했어요.","I delivered the message as I had heard it.","","","dif6"
"1960","제가 하는 대로 하세요.","Do it like I do it.","","","dif6"
"1961","아는 대로 말해 주세요.","Please tell me everything (whatever) you know.","","","dif6"
"1962","도착하는 대로 전화해 주세요.","Call me as soon as you arrive.","","'-는 대로' can also mean 'as soon as'.","dif6"
"1963","평소에 하던 대로 하세요.","<div>Just do it the way you’ve always&nbsp;done it.</div>","","'-던 대로' can also be used.","dif6"
"1964","아이들이 어서 집에 가자고 합니다.","The kids are saying to hurry home.","","A sentence like '집에 가자' is called a propositive sentence because you suggest doing something together. To quote such a sentence, you add '-고 하다'.","dif6 reported_speech"
"1965","미샤가 놀러 가자고 하는데요.","Misha wants us to go play.","","","dif6 reported_speech"
"1966","친구들이 점심을 같이 먹자고 그랬어요.","My friends asked me to eat lunch with them.","""My friends said """"let's eat lunch together"""".""","","dif6 reported_speech"
"1967","저는 사람들에게 떠들지 말자고 했습니다.","I suggested to people to be quiet.","","","dif6 reported_speech"
"1968","그런데 사실 월요일에 비해서 화요일이나 목요일이 좋아요.","Actually Tuesdays and Thursdays are better than Mondays.","","","dif6"
"1969","어떨 때 영화 보고 싶어요?","When do you (usually) feel like watching a movie?","","어떨 때 = 'in what kind of times'","dif6"
"1970","어떨 때 제일 힘들어요?","When do you (usually) have the hardest time?","","","dif6"
"1971","어떨 때는 커피를 마시는데, 어떨 때는 안 마셔요.","Sometimes I drink coffee, but other times I don't.","","","dif6"
"1972","어떨 때는 혼자 있는 것이 좋은데, 어떨 때는 싫어요.","Sometimes I like being alone, but other times, I don’t like it.","","","dif6"
"1973","그 사람은 어떨 때는 친절한데, 어떨 때는 정말 불친절해요.","Sometimes he is kind, but other times, he is very unkind.","","","dif6"
"1974","이웃에게 불편을 주는 일이 없게 주의해 주시기 바랍니다.","Please take care not to inconvenience your neighbors.","We wish you would not do things that may bother your neighbors.","'-기를 바라다' means 'to hope, wish'. It is a formal expression used often in announcements. Technically the present tense form is '바라요' but almost all Koreans say '바래요' instead, and you should do that as well.","dif6 honorific"
"1975","우리 같이 노래방이나 가요.","Let's maybe go to a karaoke bar (since we can't go hiking).","","","dif6"
"1976","""에디슨은 """"실패는 성공의 어머니입니다.""""라고 했어요.""","""To paraphrase Edison, """"Failure is the mother of success"""".""","","""When you want to make a direct quote, add """"라고"""" and a verb after the quote.""","dif6"
"1977","""예수님은 """"서로 사랑하세요.""""라고 말씀했어요.""","""Jesus said, """"Love each other"""".""","","","dif6"
"1978","""민우 씨가 """"요즘 너무 바빠서 만날 수 없어요.""""라고 그랬어요.""","""Minu said, """"I've been too busy recently to be able to meet you.""""""","","","dif6"
"1979","""여보, """"여기에 주차하지 마세요.""""라고 쓰여 있는데요.""","""Dear, it says, """"No parking here.""""""","","","dif6"
"1980","""가끔 배가 출출할 때 """"라면이나 먹을까?""""라고 하죠?""","Sometimes when you're a little hungry you want to eat ramen, right?","","","dif6"
"1981","사람들이 지나가도록 비켜 주세요.","Please step aside so that people can pass through.","","""'-도록' has several meanings, and one of them is """"so that"""". It's most often used in requests.""","dif6"
"1982","제가 이해할 수 있도록 설명해 주세요.","Please explain so that I can understand.","","","dif6"
"1983","다 들리도록 이야기해 주세요.","Please talk in a way that everyone can hear you.","Please talk so that everyone can hear you.","","dif6"
"1984","제가 볼 수 있도록 놓아 주세요.","Please put it so that I can see it.","","","dif6"
"1985","목이 아프도록 노래를 불렀어요.","I sang so much that my throat started hurting.","I sang a lot, to the point where my throat hurt.","'-도록' can also express a high degree of something.","dif6"
"1986","바나나를 질리도록 먹었어요.","I ate so many bananas that I got sick of them.","","","dif6"
"1987","그 얘기는 귀가 아프도록 많이 들었어요.","My ears hurt from hearing this story so many times.","","","dif6"
"1988","늦지 않도록 빨리 서두르세요.","Hurry up so that you aren’t late.","","","dif6"
"1989","넘어지지 않도록 조심하세요.","Be careful so that you don’t fall over.","","","dif6"
"1990","제가 이해하기 쉽도록 설명했어요.","I explained it in a way that would be easy to understand.","","","dif6"
"1991","이 신발은 다 떨어지도록 자주 신었어요.","I’ve worn these shoes so often that they're almost worn out.","","","dif6"
"1992","감기에 걸리지 않도록 옷을 더 입으세요.","You should wear more clothes so that you don't catch a cold.","","","dif6"
"1993","아, 그럼 MP3로 사야겠군요.","Ah, then I guess I should buy an mp3 player.","","","dif6"
"1994","근처 백화점에서 세일을 해서 그런지 차가 많네요.","There are many cars. Maybe it's because the department store is having a sale.","","""""""-서 그런지"""" is used when the speaker is only guessing the reason but doesn't know for sure.""","dif6"
"1995","날씨가 추워서 그런지 두꺼운 옷이 잘 팔리네요.","Maybe the reason thick clothes sell well is that the weather is cold.","","","dif6"
"1996","그리고 기능이 너무 많아서 그런지 좀 불편해요.","And it's a bit inconvenient to use, maybe because it has too many functions.","","","dif6"
"1997","산 지 얼마 않아서 그런지 거의 새 거예요.","Maybe it's because I bought it recently, but it looks practically new.","","","dif6"
"1998","제일 마음에 드는 것은 전원을 누를 필요 없이 열면 전원이 켜지는 거예요.","What I like the most is that it is turned on automatically when I open it, there's no need to press the power button.","","전원 - power supply","dif6"
"1999","내가 눈이 높은 걸까? 그래서 그런지 나는 아직까지 남자 친구가 없다.","Am I too picky? Maybe that's why I still don't have a boyfriend.","Are my standards too high?","","dif6 plain"
"2000","""소개하기 전에 내 친구는 그 사람에 대해서 """"정말 멋있는 사람이에요.""""라고 말했다.""","Before introducing me to the guy, my friend said he (the guy) is really great.","","","dif6"
"2001","점심을 먹으러 오는 길에 우체국에 들러서 부쳤어요.","I stopped by the post office on my way to lunch and sent it.","","","dif6"
"2002","공항에 가는 길에 은행에 들러서 환전했어요.","I stopped by a bank on my way to the airport and exchanged the money.","","","dif6"
"2003","가시는 길에 현금 인출기에서 한번 확인해 보세요.","You can verify it at an ATM on the way.","","현금 - cash, 인출기 - machine","dif6"
"2004","일 년 만에 만났는데 정말 반가웠다.","We hadn't met for a year so we were really happy.","","","dif6"
"2005","친구들과 여기저기 구경하고 나니까 조금 피곤해서 나는 커피숍에서 이야기하면서 쉬려고 했다.","I was a bit tired after doing some sightseeing with my friends so I planned to have some rest at a coffee shop.","","""'고 나니까' sort of combines """"because"""" and """"after"""".""","dif6"
"2006","송별회 시간이 바뀌었음. 금요일 5시임.","The time of the farewell party has been changed. It's on Friday at five.","","'-ㅁ' can be used to turn a verb into a noun, for example 웃다 - 웃음. It can also be used as a sentence ending when you leave a note to someone. It's also used in laws, reports, etc. It's a neutral ending.","dif6"
