"index","word","meaning","hanzi","category"
"5433","청와대","the Blue House, Korean presidential mansion","靑瓦臺",""
"5434","화염","flame, blaze","火焰",""
"5435","노년기","old age","老年期",""
"5436","분장하다","to put on make up, dress as","扮裝",""
"5437","어구","phrase;<div>fishing gear</div>","語句,&nbsp;漁具",""
"5438","기러기","wild goose","",""
"5439","램프","lamp","",""
"5440","투수","pitcher","投手",""
"5441","도토리","acorn","",""
"5442","외가","one's mother's parents' home","外家",""
"5443","신작","new (piece of) work","新作",""
"5444","단풍나무","maple","丹楓-",""
"5445","본체만체하다","to ignore, pretend not to see","",""
"5446","파마하다","to get a perm","",""
"5447","늪","swamp, marsh, bog","",""
"5448","장님","blind person","",""
"5449","펄럭펄럭","with a flutter, flapping",""," double "
"5450","해수","seawater","海水",""
"5451","마주서다","to stand face to face","",""
"5452","수다쟁이","talkative person","",""
"5453","금반지","gold ring","金半指",""
"5454","주중","weekdays","週中",""
"5455","무디다","to be blunt, dull","",""
"5456","칼날","blade of a knife","",""
"5457","타자","typing;<div>batter, hitter</div>","打字,&nbsp;打者",""
"5458","지팡이","walking stick, cane, wand","",""
"5459","만담","gag, comic talk","漫談",""
"5460","물집","blister","",""
"5461","장가가다","to get married (for a man)","",""
"5462","절레절레","shaking one's head",""," double "
"5463","하이웨이","highway","",""
"5464","놀이동산","amusement park","",""
"5465","공공기관","public institution","公共機關",""
"5466","탐내다","to want, desire, covet","貪-",""
"5467","변소","bathroom, toilet","便所",""
"5468","조교","teaching assistant","助敎",""
"5469","룸메이트","roommate","",""
"5470","학생회관","student center","學生會館",""
"5471","당초에","initially, originally","當初-",""
"5472","주걱","spatula, paddle","",""
"5473","전봇대","telephone pole","電報-",""
"5474","머리핀","hairpin","",""
"5475","정찰제","fixed-price system","正札制",""
"5476","친목","friendship","親睦",""
"5477","전골","beef with vegetables cooked in a casserole","",""
"5478","잔혹하다","to be cruel, heartless, ruthless","殘酷",""
"5479","무역항","trade port","貿易港",""
"5480","수족관","aquarium","水族館",""
"5481","식물원","botanical garden","植物園",""
"5482","새끼손가락","little finger","",""
"5483","국자","ladle","",""
"5484","사당","shrine","祠堂",""
"5485","의뢰인","client","依賴人",""
"5486","짠돌이","cheap (stingy, frugal) person","",""
"5487","고사","examination","考査",""
"5488","가불하다","to pay in advance","假拂",""
"5489","문제집","workbook","問題集",""
"5490","원상복구","restoration to the original state","原狀復舊",""
"5491","하키","hockey","",""
"5492","법학","law","法學",""
"5493","새어머니","stepmother","",""
"5494","채권자","creditor","債權者",""
"5495","채무","debt","債務",""
"5496","불륜","affair, adultery","不倫",""
"5497","우두머리","leader, chief, boss","",""
"5498","탈진하다","to be exhausted, drained","脫盡",""
"5499","눈부처","one's image reflected in a person's eye","",""
"5500","덫","trap, snare","",""
"5501","청첩장","wedding invitation","請牒狀",""
"5502","독수리","eagle","禿-",""
"5503","호적","family register","戶籍",""
"5504","차편","transportation","車便",""
"5505","꽃바구니","flower basket","",""
"5506","요술","magic, sorcery","妖術",""
"5507","빚내다","to borrow money","",""
"5508","층지다","to have layers","層-",""
"5509","첩","concubine;<div>book, album</div>","妾,&nbsp;帖",""
"5510","운수","fortune, luck;<br>transportation","運數, 運輸",""
"5511","등기우편","registered mail","登記郵便",""
"5512","청명하다","to be fine, clear","淸明",""
"5513","전보","telegram","電報",""
"5514","간주하다","to regard, consider","看做",""
"5515","숙지하다","to know inside out, be fully aware","熟知",""
"5516","열연","enthusiastic performance","熱演",""
"5517","유괴하다","to kidnap, abduct","誘拐",""
"5518","애태우다","to worry, be anxious","",""
"5519","짝퉁","fake, imitation","",""
"5520","술래잡기","tag, hide-and-seek","",""
"5521","상급생","senior (in higher class than you)","上級生",""
"5522","수식하다","to modify","修飾",""
"5523","또라이","weirdo","",""
"5524","주간","week;<div>daytime</div>","週間,&nbsp;晝間",""
"5525","괘씸하다","to be disgraceful, outrageous;<div>to be disgusted (with, that)</div>","",""
"5526","야만적","uncivilized, savage","野蠻的",""
"5527","악담하다","to verbally abuse, speak ill of","惡談",""
"5528","오진","wrong diagnosis","誤診",""
"5529","택일","choosing one;<div>choosing the day</div>","擇一,&nbsp;擇日",""
"5530","전채","appetizer","前菜",""
"5531","이태원","Itaewon","",""
"5532","대학원생","graduate student","大學院生",""
"5533","식혜","sweet rice drink","食醯"," food "
"5534","춘천","Chuncheon","春川",""
"5535","왕관","crown","王冠",""
"5536","차세대","next generation","次世代",""
"5537","이목","attention","耳目",""
"5538","심기","mood, temper","心氣",""
"5539","전매특허","patent","專賣特許",""
"5540","악행","evil deed, wrongdoing","惡行",""
"5541","오슬오슬","shivering",""," double "
"5542","퐁당","with a splash","",""
"5543","긴하다","to be important, urgent, essential","緊",""
"5544","삽입하다","to insert","揷入",""
"5545","괴담","ghost story","怪談",""
"5546","인수하다","to take over, accept","引受",""
"5547","구좌","(bank) account","口座",""
"5548","배반","betrayal","背反·背叛",""
"5549","단도","dagger, short sword","短刀",""
"5550","사또","district magistrate","使道",""
"5551","반전","reversal, turnaround;<div>antiwar</div>","反轉,&nbsp;反戰",""
"5552","당번","duty","當番",""
"5553","민생","public welfare, people's livelihood","民生",""
"5554","새장","bird cage","-欌",""
"5555","게재하다","to print, publish","揭載",""
"5556","육박하다","to approach, draw near, close in","肉迫",""
"5557","상세","details, particulars","詳細",""
"5558","유배","banishment, exile","流配",""
"5559","선로","train tracks, railroad","線路",""
"5560","금발","golden hair","金髮",""
"5561","보따리","bundle","褓-",""
"5562","배즙","pear juice","",""
"5563","계집아이","girl","",""
"5564","뜬금없이","all of a sudden","",""
"5565","샴페인","champagne",""," eng "
"5566","추리하다","to deduce, reason","推理",""
"5567","정성껏","with one's utmost sincerity or whole heart","精誠-",""
"5568","돌잡이","doljabi (when a baby picks out one object from several)","",""
"5569","청진기","stethoscope","聽診器",""
"5570","벼룩시장","flea market","--市場",""
"5571","작업실","workroom","作業室",""
"5572","귀금속","jewelry, precious metal","貴金屬",""
"5573","굴욕","humiliation, indignity","屈辱",""
"5574","건반","keyboard, key","鍵盤",""
"5575","군것질","eating between meals","",""
"5576","클릭하다","to click","",""
"5577","사물함","locker","私物函",""
"5578","가업","family business","家業",""
"5579","요리책","cookbook","料理冊",""
"5580","협찬하다","to sponsor, support","協贊",""
"5581","도착지","destination","到着地",""
"5582","무능","incompetence","無能",""
"5583","부엌용품","kitchen appliances","-用品",""
"5584","까불다","to act up, behave badly or silly","",""
"5585","맛집","restaurant famous for delicious food","",""
"5586","코뿔소","rhinoceros","",""
"5587","건달","good-for-nothing","乾達",""
"5588","버겁다","to be beyond one's capability or resources","",""
"5589","달인","expert, master","達人",""
"5590","잠복","stakeout, hiding and waiting","潛伏",""
"5591","모함","set-up, slander, false accusations","謀陷",""
"5592","벌칙","penalty","罰則",""
"5593","완수하다","to carry out, accomplish","完遂",""
"5594","수포","bubble;<div>blister</div>","水泡,&nbsp;水疱",""
"5595","돋보기","magnifying glass, reading glasses","",""
"5596","숨바꼭질","hide-and-seek","",""
"5597","완패","complete defeat, crushing defeat","完敗",""
"5598","꿀꺽","gulp","",""
"5599","대보다","to compare","",""
"5600","현수막","banner","懸垂幕",""
"5601","별말","unexpected, absurd, or extraordinary remark","別―",""
"5602","벚꽃놀이","picnic under the cherry blossoms","",""
"5603","항공편","flight","航空便",""
"5604","만석","full, fully occupied","",""
"5605","동맹","alliance, partnership","同盟",""
"5606","대기자","waiting person","大記者",""
"5607","지지리","extremely, awfully, terribly","",""
"5608","돗자리","mat","",""
"5609","처제","younger sister of one's wife","妻弟",""
"5610","품절되다","to be out of stock","品切",""
"5611","아군","our forces, ally","我軍",""
"5612","지령","order, instruction, directive","指令",""
"5613","갈매기","seagull","",""
"5614","이해심","understanding, empathy","理解心",""
"5615","무전기","walkie-talkie, radio","無電機",""
"5616","단원","unit;<div>member</div>","單元,&nbsp;團員",""
"5617","덤벙거리다","to be careless","",""
"5618","주꾸미","short arm octopus","",""
"5619","둔감하다","to be insensitive, obtuse, impervious","鈍感",""
"5620","포털","portal","",""
"5621","뚝","with a snap;<div>suddenly</div>","",""
"5622","돌풍","gust of wind","突風",""
"5623","멜론","melon",""," eng food "
"5624","정비사","mechanic","整備士",""
"5625","밤사이","nighttime","",""
"5626","유한하다","to be finite, limited","有限",""
"5627","온돌방","room with the Korean floor heating system","溫突房",""
"5628","아이돌","K-pop band member (young, good-looking, famous)","",""
"5629","창립","establishment, foundation","創立",""
"5630","어버이","parents","",""
"5631","개교하다","to open a school","開校",""
"5632","카네이션","carnation","",""
"5633","축의금","monetary gift","祝儀金",""
"5634","화환","wreath","花環",""
"5635","게양하다","to hoist, raise","揭揚",""
"5636","복어","blowfish","―漁",""
"5637","이야깃거리","subject, topic","",""
"5638","유모차","stroller","乳母車",""
"5639","프러포즈","marriage proposal","",""
"5640","돌고래","dolphin","",""
"5641","반찬거리","groceries, materials for making side dishes","飯饌-",""
"5642","빨대","straw","",""
"5643","아우","younger brother, younger sister","",""
"5644","시연","demonstration, rehearsal","試演",""
"5645","항복하다","to surrender","降伏",""
"5646","투혼","fighting spirit","鬪魂",""
"5647","버전","version",""," eng "
"5648","귀띔","hint, tip","",""
"5649","계산원","cashier","計算員",""
"5650","콤비","combination","",""
"5651","욕먹다","to be blamed, be criticized, be reproached","辱-",""
"5652","자택","one's own house (home)","自宅",""
"5653","텐트","tent","",""
"5654","어묵","fish cake","魚-",""
"5655","본색","one's true colors","本色",""
"5656","신청자","applicant","申請者",""
"5657","음원","sound source, online music","音源",""
"5658","방과","dismissal of class (when school is over for the day)","放課",""
"5659","면목","face, honor","面目",""
"5660","빗자루","broom","",""
"5661","대걸레","mop","",""
"5662","딱밤","finger flick","",""
"5663","반숙하다","to be half-cooked, half-ripe","半熟",""
"5664","드럼","drums","",""
"5665","종이접기","origami","",""
"5666","침술","acupuncture","鍼術",""
"5667","메기","catfish","",""
"5668","노비","slave, servant","奴婢",""
"5669","망고","mango","",""
"5670","마술사","magician","魔術師",""
"5671","무용수","showgirl","舞踊手",""
"5672","자물쇠","lock","",""
"5673","갯벌","mud flat","",""
"5674","기웃기웃","peeping, snooping",""," double "
"5675","애원하다","to beg, plead, entreat","哀願",""
