"index","word","meaning","furi","pos","e.g.","e.g.[voc]","e.g.[eng]"
"1713","送り仮名","kana suffix","送[おく]り 仮名[がな]","Noun","その<b> 送[おく]り 仮名[がな]</b>は 間違[まちが]っています。","その<b>送り仮名</b>は間違っています。","That kana suffix is wrong."
"1714","鏡","mirror","鏡[かがみ]","Noun","彼女[かのじょ]は<b> 鏡[かがみ]</b>を 見[み]て 髪[かみ]を 直[なお]した。","彼女は<b>鏡</b>を見て髪を直した。","She looked in the mirror and tidied her hair."
"1715","悲しむ","feel sad, lament","悲[かな]しむ","Verb","父[ちち]は 友[とも]だちの 死[し]を<b> 悲[かな]しんでいます</b>。","父は友だちの死を<b>悲しんでいます</b>。","My father is grieving because of his friend's death."
"1716","ノック","knock","ノック","Verbal Noun","入[はい]る 時[とき]はドアを<b>ノック</b>してください。","入る時はドアを<b>ノック</b>してください。","Please knock before entering."
"1717","固い","firm, unchanging, unbreakable","固[かた]い","Adjective","私[わたし]の 上司[じょうし]は 頭[あたま]が<b> 固[かた]い</b>。","私の上司は頭が<b>固い</b>。","My boss is stubborn."
"1718","美術館","art museum","美術館[びじゅつかん]","Noun","昨日[きのう]、<b> 美術館[びじゅつかん]</b>に 行[い]きました。","昨日、<b>美術館</b>に行きました。","I went to the museum yesterday."
"1719","美人","beautiful woman","美人[びじん]","Noun","彼[かれ]のお 母[かあ]さんは<b> 美人[びじん]</b>です。","彼のお母さんは<b>美人</b>です。","His mother's a beautiful woman."
"1720","美容院","hair salon","美容院[びよういん]","Noun","父[ちち]は<b> 美容院[びよういん]</b>で 髪[かみ]を 切[き]ります。","父は<b>美容院</b>で髪を切ります。","My father has his hair cut at a hair salon."
"1721","よろしく","properly, one's regards","よろしく","Adverb","<b>よろしく</b>お 願[ねが]いします。","<b>よろしく</b>お願いします。","My best regards."
"1722","博物館","museum","博物館[はくぶつかん]","Noun","昨日[きのう]、 車[くるま]の<b> 博物館[はくぶつかん]</b>に 行[い]った。","昨日、車の<b>博物館</b>に行った。","I went to the car museum yesterday."
"1723","開催","holding (of an event), opening","開催[かいさい]","Verbal Noun","京都[きょうと]で 国際会議[こくさいかいぎ]が<b> 開催[かいさい]</b>された。","京都で国際会議が<b>開催</b>された。","An international conference was held in Kyoto."
"1724","特徴","distinguishing characteristic","特徴[とくちょう]","Noun","この 曲線[きょくせん]がこの 車[くるま]の<b> 特徴[とくちょう]</b>です。","この曲線がこの車の<b>特徴</b>です。","These curves are a unique feature of this car."
"1725","許す","forgive, permit","許[ゆる]す","Verb","私[わたし]は 彼[かれ]を<b> 許[ゆる]しました</b>。","私は彼を<b>許しました</b>。","I forgave him."
"1726","がらがら","empty","がらがら","Adjective","映画館[えいがかん]は<b>がらがら</b>でした。","映画館は<b>がらがら</b>でした。","The movie theater was empty."
"1727","免許証","license","免許証[めんきょしょう]","Noun","<b> 免許証[めんきょしょう]</b>を 見[み]せてください。","<b>免許証</b>を見せてください。","Please show me your license."
"1728","教師","teacher, instructor","教師[きょうし]","Noun","彼[かれ]は 高校[こうこう]<b> 教師[きょうし]</b>だ。","彼は高校<b>教師</b>だ。","He's a high school teacher."
"1729","教授","professor","教授[きょうじゅ]","Noun","彼[かれ]は 化学[かがく]の<b> 教授[きょうじゅ]</b>です。","彼は化学の<b>教授</b>です。","He's a chemistry professor."
"1730","伝える","convey, tell (sb) that, let (sb) know","伝[つた]える","Verb","みんなにこのことを<b> 伝[つた]えて</b>ください。","みんなにこのことを<b>伝えて</b>ください。","Please tell everyone about this matter."
"1731","ぎらぎら","dazzling, glaring, blinding","ぎらぎら","Adverb","太陽[たいよう]が<b>ぎらぎら</b>している。","太陽が<b>ぎらぎら</b>している。","The sun is glaring."
"1732","鳥","bird, poultry","鳥[とり]","Noun","<b> 鳥[とり]</b>が 飛[と]んでいます。","<b>鳥</b>が飛んでいます。","A bird is flying."
"1733","鳴る","sound, ring, thunder","鳴[な]る","Verb","今朝[けさ]、 5時[ごじ]に 電話[でんわ]が<b> 鳴[な]った</b>。","今朝、5時に電話が<b>鳴った</b>。","The telephone rang this morning at five o'clock."
"1734","鳴く","make sound (animal); chirp, meow, etc.","鳴[な]く","Verb","どこかでネコが<b> 鳴[な]いている</b>。","どこかでネコが<b>鳴いている</b>。","A cat is meowing somewhere."
"1735","声","voice, sound","声[こえ]","Noun","彼[かれ]は 大[おお]きな<b> 声[こえ]</b>で 話[はな]した。","彼は大きな<b>声</b>で話した。","He spoke loudly."
"1736","そっち","there, that way (causal)","そっち","Noun","<b>そっち</b>が 私[わたし]の 部屋[へや]です。","<b>そっち</b>が私の部屋です。","That's my room over there."
"1737","卵","egg","卵[たまご]","Noun","ニワトリは<b> 卵[たまご]</b>を 産[う]みます。","ニワトリは<b>卵</b>を産みます。","Chickens lay eggs."
"1738","犬","dog","犬[いぬ]","Noun","この<b> 犬[いぬ]</b>はとても 賢[かしこ]い。","この<b>犬</b>はとても賢い。","This dog is very clever."
"1739","馬","horse","馬[うま]","Noun","彼[かれ]は 牧場[ぼくじょう]で<b> 馬[うま]</b>に 乗[の]った。","彼は牧場で<b>馬</b>に乗った。","He rode a horse at the ranch."
"1740","駐車場","parking area","駐車場[ちゅうしゃじょう]","Noun","車[くるま]は<b> 駐車場[ちゅうしゃじょう]</b>に 止[と]めてください。","車は<b>駐車場</b>に止めてください。","Please park the car in the parking lot."
"1741","ピンポン","table tennis, ping pong","ピンポン","Verbal Noun","昨日[きのう]の 夕方[ゆうがた]、 友達[ともだち]と<b>ピンポン</b>をした。","昨日の夕方、友達と<b>ピンポン</b>をした。","I played ping-pong with a friend last night."
"1742","騒ぐ","make a racket, mess around, make a fuss","騒[さわ]ぐ","Verb","電車[でんしゃ]の 中[なか]で<b> 騒[さわ]がないで</b>ください。","電車の中で<b>騒がないで</b>ください。","Please don't make a racket in the train."
"1743","刺す","stab, prick, sting","刺[さ]す","Verb","虫[むし]に 腕[うで]を<b> 刺[さ]されました</b>。","虫に腕を<b>刺されました</b>。","I was stung on the arm by an insect."
"1744","刺身","sashimi, sliced raw meat","刺身[さしみ]","Noun","私[わたし]は<b> 刺身[さしみ]</b>は 食[た]べません。","私は<b>刺身</b>は食べません。","I don't eat sashimi."
"1745","激しい","violent, intense","激[はげ]しい","Adjective","<b> 激[はげ]しい</b> 雨[あめ]が 降[ふ]っています。","<b>激しい</b>雨が降っています。","A very heavy rain is falling."
"1746","ぺこぺこ","very hungry, starving","ぺこぺこ","Adjective","私[わたし]はおなかが<b>ぺこぺこ</b>です。","私はおなかが<b>ぺこぺこ</b>です。","I'm very hungry."
"1747","驚く","be surprised, be startled","驚[おどろ]く","Verb","彼[かれ]は 血[ち]を 見[み]て<b> 驚[おどろ]いた</b>。","彼は血を見て<b>驚いた</b>。","He was surprised to see blood."
"1748","倒れる","fall down, succumb (to)","倒[たお]れる","Verb","強風[きょうふう]で 木[き]が<b> 倒[たお]れた</b>。","強風で木が<b>倒れた</b>。","The tree fell in the gale."
"1749","倒す","knock down, overthrow, defeat","倒[たお]す","Verb","そのスキーヤーはポールを<b> 倒[たお]した</b>。","そのスキーヤーはポールを<b>倒した</b>。","The skier knocked the pole down."
"1750","傾向","tendency, inclination","傾向[けいこう]","Noun","最近[さいきん]の 若者[わかもの]は 難[むずか]しい 本[ほん]を 読[よ]まない<b> 傾向[けいこう]</b>がある。","最近の若者は難しい本を読まない<b>傾向</b>がある。","Young people these days tend not to read difficult books."
"1751","ぺらぺら","fluently","ぺらぺら","Adjectival Noun","彼女[かのじょ]はドイツ 語[ご]が<b>ぺらぺら</b>です。","彼女はドイツ語が<b>ぺらぺら</b>です。","She speaks German fluently."
"1752","柔道","judo","柔道[じゅうどう]","Noun","私[わたし]は<b> 柔道[じゅうどう]</b>を 習[なら]っています。","私は<b>柔道</b>を習っています。","I'm learning judo."
"1753","柔らかい","soft","柔[やわ]らかい","Adjective","布団[ふとん]がとても<b> 柔[やわ]らかい</b>。","布団がとても<b>柔らかい</b>。","The futon is very soft."
"1754","柔らか","soft, tender, gentle","柔[やわ]らか","Adjectival Noun","彼[かれ]の 声[こえ]は<b> 柔[やわ]らか</b>だ。","彼の声は<b>柔らか</b>だ。","His voice is gentle."
"1755","主張","argument, case, one's point","主張[しゅちょう]","Verbal Noun","上司[じょうし]は 私[わたし]の<b> 主張[しゅちょう]</b>を 受[う]け 入[い]れた。","上司は私の<b>主張</b>を受け入れた。","My boss accepted my argument."
"1756","レインコート","raincoat","レインコート","Noun","雨[あめ]なので<b>レインコート</b>を 着[き]ました。","雨なので<b>レインコート</b>を着ました。","I put on my raincoat because it was raining."
"1757","引っ張る","pull, drag","引[ひ]っ 張[ぱ]る","Verb","娘[むすめ]が 私[わたし]の 手[て]を<b> 引[ひ]っ 張[ぱ]った</b>。","娘が私の手を<b>引っ張った</b>。","My daughter tugged on my hand."
"1758","突き当たる","come to the end of (street), run into (st)","突[つ]き 当[あ]たる","Verb","<b> 突[つ]き 当[あ]たったら</b> 右[みぎ]に 曲[ま]がってください。","<b>突き当たったら</b>右に曲がってください。","Please turn right when the street ends."
"1759","突き当たり","end of a street","突[つ]き 当[あ]たり","Noun","この 先[さき]は<b> 突[つ]き 当[あ]たり</b>です。","この先は<b>突き当たり</b>です。","There's a T-intersection ahead."
"1760","壁","wall, partition","壁[かべ]","Noun","<b> 壁[かべ]</b>に 絵[え]が 掛[か]かっている。","<b>壁</b>に絵が掛かっている。","There's a painting on the wall."
"1761","アイス","popsicle, ice lolly","アイス","Noun","暑[あつ]いので<b>アイス</b>を 食[た]べました。","暑いので<b>アイス</b>を食べました。","I ate ice cream because it was hot."
"1762","弾く","play (a stringed instrument)","弾[ひ]く","Verb","彼[かれ]はギターを<b> 弾[ひ]きます</b>。","彼はギターを<b>弾きます</b>。","He plays the guitar."
"1763","丸い","round","丸[まる]い","Adjective","地球[ちきゅう]は<b> 丸[まる]い</b>。","地球は<b>丸い</b>。","The earth is round."
"1764","丸","circle, wholeness","丸[まる]","Noun","紙[かみ]に 大[おお]きな<b> 丸[まる]</b>を 書[か]きました。","紙に大きな<b>丸</b>を書きました。","I drew a big circle on the paper."
"1765","攻撃","attack, criticism","攻撃[こうげき]","Verbal Noun","2003年[にせんさんねん]にアメリカはイラクを<b> 攻撃[こうげき]</b>した。","2003年にアメリカはイラクを<b>攻撃</b>した。","The United States attacked Iraq in 2003."
"1766","いつごろ","about when, about what time","いつごろ","Noun","<b>いつごろ</b> 夏休[なつやす]みを 取[と]りますか。","<b>いつごろ</b>夏休みを取りますか。","About when are you going on summer vacation?"
"1767","絶対に","absolutely, unconditionally","絶対[ぜったい]に","Adverb","<b> 絶対[ぜったい]に</b> 駄目[だめ]です。","<b>絶対に</b>駄目です。","Absolutely not."
