"index","word","meaning"
"2929","Cuando los niños duermen hay paz en la casa.","When the babies are asleep there is peace at home."
"2930","Aunque haya dormido doce horas siento que no he dormido nada.","Though I have slept twelve hours, I feel that I have not slept at all."
"2931","¡Dormid como angelitos!","Sleep like angels!"
"2932","Quien mucho duerme poco aprende.","Those who sleep too much don't learn much."
"2933","distraerse","to amuse oneself, to be distracted"
"2934","Cuando era niña me distraía leyendo libros.","When I was a little girl I used to amuse myself reading books."
"2935","Ellos se habían distraído tanto que no vieron llegar el tren.","They had been so distracted that they didn't see the train coming."
"2936","Los estudiantes están distrayéndose con avioncitos de papel.","The students are amusing themselves with paper airplanes."
"2937","El pueblo distrajo al enemigo con fuegos artificiales.","The town distracted the enemy with fireworks."
"2938","Los payasos han distraído a los niños por tres horas.","The clowns have amused the children for three hours."
"2939","herir","to hurt, to injure, to offend"
"2940","Pedro se hirió esquiando e hirió a Irene por accidente.","Peter got hurt skiing and hurt Irene by accident."
"2941","Me hubiese herido también a mí pero David me atajó.","He would have hurt me too but David caught me on time."
"2942","Sus palabras me hirieron profundamente.","His words hurt me deeply."
"2943","arrendar","to rent, to lease"
"2944","El hostelero estaba arrendando otros apartamentos.","The landlord was renting other apartments."
"2945","Mi padre arrienda oficinas en su edificio.","My father leases offices in his building."
"2946","Arrendaríamos un departamento aquí pero están muy caros.","We would rent an apartment here but they are too expensive."
"2947","Dudo que arrienden un estudio en París.","I doubt they will rent a studio in Paris."
"2948","leer","to read"
"2949","Estaba leyendo cuando me llamó Solina.","I was reading when Solina called me."
"2950","¿Y qué leías?","And what were you reading?"
"2951","¿Has leído las novelas que te presté?","Have you read the novels I loaned to you?"
"2952","Si los estudiantes leyeran más, tendrían un mejor vocabulario.","If the students were to read more, they would have a better vocabulary."
"2953","El que lee mucho vale por dos.","He who reads a lot is worth twice as much."
"2954","bajar","to get down, to lower, to descend"
"2955","Los bomberos bajaron al gato del tejado.","The firemen got the cat down from the roof."
"2956","¡No bajéis las notas!","Do not lower your grades!"
"2957","El precio de la gasolina hubiese bajado si las refinerías hubiesen producido más.","The oil prices would have come down if the refineries would have produced more."
"2958","gastar","to spend money, to waste, to wear out"
"2959","¡Nosotros hemos gastado todo lo que ganamos!","We have spent all that we made!"
"2960","Si gastáramos menos ahorraríamos más.","If we spend less we would save more."
"2961","Él gastaba su tiempo en las manifestaciones.","He used to waste his time in demonstrations."
"2962","¡Ojalá que ella no gaste mucho dinero!","I hope she doesn't spend too much money!"
"2963","zapatear","to hit with the shoes, to thump, to tap"
"2964","La bailarina zapateó para comenzar el baile.","The ballerina tapped her heels to start the dance."
"2965","Virginia y Daniela han zapateado toda la mañana en la clase de flamenco.","Virginia and Daniela have danced all morning in the flamenco dance class."
"2966","¡Cuidado!","Be careful!"
"2967","¡No zapateen en el piso mojado!","Don't tap on the wet floor!"
"2968","Esperanza zapatea muy bien en su clase de baile.","Esperanza taps very well in her dance class."
"2969","quemar","to burn"
"2970","Quemamos nuestras viejas cartas amorosas.","We burned our old love letters."
"2971","El sol me quemó la espalda.","The sun burned my back."
"2972","Ana se quema mucho trabajando como salvavidas.","Ana gets burned working as a lifeguard."
"2973","Me quemaba cada vez que iba a la playa.","I used to get sunburned every time I went to the beach."
"2974","Me quemé las pestañas anoche.","I crammed for the exam last night."
"2975","conjugar","to conjugate (gramm.), to join, to put, to gether"
"2976","Los estudiantes estaban conjugando los verbos defectivos muy bien.","The students were conjugating the defective verbs very well."
"2977","Ella conjugó los verbos perfectamente y se ganó un trofeo.","She conjugated the verbs perfectly and won a trophy."
"2978","Los médicos han conjugado varias posibilidades para esa operación.","The doctors have put together several possibilities for that surgery."
"2979","poner","to put, to place, to set"
"2980","Yo pongo mis libros en la mesa de noche.","I put my books on my nightstand."
"2981","La profesora pondrá más preguntas en el examen.","The teacher will put more questions on the test."
"2982","Esperaba que mis hijos pusieran la mesa sin decirles nada.","I hoped that my children would set the table without my telling them anything."
"2983","Puse la ropa en el armario.","I put the clothing in the dresser."
"2984","Los estudiantes le pusieron atención a la profesora.","The students paid attention to the teacher."
"2985","Puso el grito en el cielo cuando vio los precios de los autos.","He cried out to heaven when he saw the cars' prices."
"2986","sonar","to sound, to ring"
"2987","El timbre de la puerta está sonando.","The doorbell is ringing."
"2988","La alarma de la ciudad sonó a causa del tornado.","The city alarm sounded because of the tornado."
"2989","Las campanas de la iglesia están sonando.","The church's bells are ringing."
"2990","Ella se sonaba la nariz constantemente porque estaba resfriada.","She was blowing her nose constantly because she had a cold."
"2991","Ese nombre no me suena para nada.","That name doesn't ring a bell (It doesn't sound familiar to me.)"
"2992","suspender","to cancel, to suspend, to flunk, to fail (a student or subject)"
"2993","Suspendieron la función sin notificación.","They cancelled the function without any notification."
"2994","El puente está suspendido entre dos torres.","The bridge is suspended between two towers."
"2995","El dictador ha suspendido los derechos de los ciudadanos.","The dictator has suspended the rights of the people."
"2996","Los estudiantes fueron suspendidos de la clase por su mala conducta.","The students were suspended from class because of their bad behavior."
"2997","Me suspendieron en dos matrias historia y geografia.","I failed two subjects history and geography. (Literally translated: They failed me in two subjects history and geography.)"
"2998","continuar","to continue"
"2999","¡Continúa haciendo la tarea!","Continue doing your homework!"
"3000","¿Has continuado ayudando en el refugio para adolescentes?","Have you continued helping at the shelter for teenagers?"
"3001","Hubiésemos continuado hacia Japón pero la tormenta nos desvió.","We would have continued to Japan but the storm moved us off course."
"3002","describir","to describe"
"3003","La profesora quiere que describamos el experimento que hicimos ayer en el laboratorio.","The teacher wants us to describe the experiment we did in the lab yesterday."
"3004","Yo he descrito todo lo que recuerdo del eclipse.","I have described everything I remember about the eclipse."
"3005","El escritor describió su infancia en su última novela.","The writer described his childhood in his last novel."
"3006","La periodista estaba describiendo todo lo que pasó.","The journalist was describing everything that happened."
"3007","compadecerse","to sympathize with, to feel sorry (for)"
"3008","La Madre Teresa se compadeció de los pobres de Calcuta.","Mother Theresa felt sorry for the poor in Calcutta."
"3009","¡Compadézcase de las personas sin hogar!","Sympathize with the people without a home!"
"3010","El jurado se hubiera compadecido de ella si hubiese mostrado remordimientos.","The jury would have felt sorry for her if she had shown remorse."
"3011","suponer","to suppose, to assume"
"3012","Supongo que él viene mañana ¿verdad?","I suppose that he is coming tomorrow isn't he?"
"3013","Ella suponía que iba a ganar más dinero este año.","She assumed she was going to earn more money this year."
"3014","Por supuesto hemos supuesto que llegaremos a tiempo.","Of course we have assumed that we will be there on time."
